"idPlayer","shortName","nick","license","idTeam","nameTeam","playerPrice","initialPrice","price","numberJourney","idJourney","pointsJourney","bonusVictory","valueTimePlayed","pointsTimePlayed","valuePoints","pointsPoints","valueT2","pointsT2","valueT3","pointsT3","valueTL","pointsTL","valueRebounds","pointsRebounds","valueAssists","pointsAssists","valueSteals","pointsSteals","valueTurnover","pointsTurnover","valueBlocks","pointsBlocks","valueBlocksAgainst","pointsBlocksAgainst","valueFoul","pointsFoul","valueFoulReceived","pointsFoulReceived","photo","number"
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",844291,240000,844291,9,9,25,30,1608,0,19,19,"6/12",-6,"0/0",0,"7/11",-4,9,9,3,3,1,1,1,-1,0,0,1,-1,3,-3,8,8,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",734166,240000,844291,8,8,16,19.2,1200,0,15,15,"7/10",-3,"0/0",0,"1/4",-3,3,3,2,2,0,0,1,-1,0,0,0,0,1,-1,4,4,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",638405,240000,844291,7,7,5,6,1282,0,4,4,"1/2",-1,"0/1",-1,"2/3",-1,3,3,3,3,0,0,3,-3,0,0,0,0,3,-3,4,4,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",555135,240000,844291,6,6,16,0,1543,0,12,12,"3/4",-1,"0/0",0,"6/7",-1,3,3,1,1,1,1,0,0,1,1,0,0,4,-4,4,4,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",482726,240000,844291,5,5,21,25.2,1443,0,13,13,"5/7",-2,"0/0",0,"3/5",-2,10,10,0,0,0,0,2,-2,2,2,0,0,1,-1,3,3,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",419762,240000,844291,4,4,14,0,1278,0,18,18,"7/9",-2,"0/0",0,"4/8",-4,4,4,0,0,0,0,4,-4,1,1,0,0,5,-5,6,6,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",365010,240000,844291,3,3,2,0,974,0,4,4,"1/3",-2,"0/0",0,"2/2",0,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,2,2,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",317400,240000,844291,2,2,25,30,1395,0,16,16,"2/4",-2,"1/1",0,"9/11",-2,3,3,2,2,1,1,0,0,2,2,0,0,4,-4,9,9,"0000827098_5-6_03.jpg",2
224,"O. Balcerowski","Balcerowski","JFL",18,"Unicaja",276000,240000,844291,1,1,18,21.6,1229,0,17,17,"4/6",-2,"1/1",0,"6/7",-1,4,4,0,0,0,0,1,-1,0,0,1,-1,4,-4,6,6,"0000827098_5-6_03.jpg",2
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",747778,380000,747778,9,9,29,0,1700,0,25,25,"5/8",-3,"3/4",-1,"6/8",-2,2,2,1,1,2,2,2,-2,0,0,0,0,1,-1,8,8,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",660000,380000,747778,8,8,5,0,1186,0,9,9,"3/8",-5,"1/2",-1,"0/0",0,3,3,1,1,1,1,1,-1,0,0,1,-1,2,-2,1,1,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",719667,380000,747778,7,7,-1,0,582,0,2,2,"1/2",-1,"0/4",-4,"0/0",0,1,1,1,1,0,0,0,0,0,0,0,0,1,-1,1,1,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",846667,380000,747778,6,6,15,0,1402,0,17,17,"3/4",-1,"3/6",-3,"2/2",0,1,1,1,1,1,1,1,-1,0,0,0,0,1,-1,1,1,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",764316,380000,747778,5,5,16,0,1119,0,11,11,"3/6",-3,"1/3",-2,"2/2",0,4,4,2,2,4,4,3,-3,0,0,0,0,0,0,3,3,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",664623,380000,747778,4,4,18,0,1534,0,17,17,"1/3",-2,"3/5",-2,"6/7",-1,2,2,0,0,0,0,1,-1,1,1,0,0,0,0,4,4,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",577933,380000,747778,3,3,13,0,1203,0,6,6,"1/1",0,"0/1",-1,"4/4",0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,4,4,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",502550,380000,747778,2,2,24,0,1339,0,20,20,"6/8",-2,"0/3",-3,"8/9",-1,1,1,4,4,0,0,0,0,0,0,0,0,2,-2,7,7,"0000832669_5-6_03.jpg",10
231,"G. Corbalán","Corbalán","EUR",1,"Recoletas Salud San Pablo Burgos",437000,380000,747778,1,1,13,15.6,1158,0,13,13,"6/8",-2,"0/4",-4,"1/2",-1,6,6,0,0,1,1,1,-1,0,0,0,0,0,0,1,1,"0000832669_5-6_03.jpg",10
217,"K. Perry","Perry","EUR",18,"Unicaja",701111,520000,701111,9,9,16,19.2,1191,0,12,12,"2/3",-1,"2/5",-3,"2/2",0,1,1,5,5,2,2,1,-1,0,0,0,0,2,-2,3,3,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",668750,520000,701111,8,8,21,25.2,1168,0,13,13,"2/2",0,"2/4",-2,"3/4",-1,3,3,5,5,1,1,2,-2,0,0,0,0,1,-1,5,5,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",584286,520000,701111,7,7,7,8.4,1493,0,13,13,"0/5",-5,"4/6",-2,"1/2",-1,0,0,3,3,2,2,2,-2,1,1,1,-1,4,-4,3,3,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",611667,520000,701111,6,6,11,0,1325,0,8,8,"2/5",-3,"1/2",-1,"1/1",0,1,1,4,4,0,0,0,0,0,0,0,0,2,-2,4,4,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",624000,520000,701111,5,5,12,14.4,1415,0,11,11,"1/2",-1,"3/6",-3,"0/0",0,2,2,4,4,2,2,4,-4,0,0,0,0,3,-3,4,4,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",637500,520000,701111,4,4,3,0,1150,0,2,2,"0/3",-3,"0/0",0,"2/3",-1,4,4,4,4,0,0,2,-2,0,0,0,0,3,-3,2,2,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",750000,520000,701111,3,3,15,0,1286,0,11,11,"2/4",-2,"1/6",-5,"4/5",-1,5,5,3,3,3,3,2,-2,0,0,0,0,4,-4,7,7,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",687700,520000,701111,2,2,13,15.6,1579,0,8,8,"3/4",-1,"0/5",-5,"2/2",0,3,3,4,4,2,2,0,0,0,0,0,0,2,-2,4,4,"0000826980_5-6_03.jpg",55
217,"K. Perry","Perry","EUR",18,"Unicaja",598000,520000,701111,1,1,12,14.4,961,0,7,7,"1/2",-1,"1/2",-1,"2/2",0,0,0,5,5,2,2,0,0,0,0,0,0,3,-3,3,3,"0000826980_5-6_03.jpg",55
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",672222,670000,672222,9,9,9,0,1605,0,15,15,"5/7",-2,"1/4",-3,"2/2",0,3,3,1,1,1,1,2,-2,0,0,0,0,5,-5,1,1,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",7e+05,670000,672222,8,8,14,0,1345,0,17,17,"1/2",-1,"4/8",-4,"3/4",-1,3,3,1,1,1,1,4,-4,0,0,0,0,3,-3,5,5,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",7e+05,670000,672222,7,7,12,0,1914,0,9,9,"3/7",-4,"0/4",-4,"3/4",-1,4,4,7,7,1,1,2,-2,0,0,0,0,2,-2,4,4,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",716667,670000,672222,6,6,24,0,1610,0,24,24,"4/4",0,"3/7",-4,"7/7",0,0,0,4,4,0,0,1,-1,0,0,0,0,5,-5,6,6,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",674333,670000,672222,5,5,7,0,799,0,9,9,"2/5",-3,"1/4",-3,"2/2",0,2,2,3,3,2,2,1,-1,0,0,0,0,4,-4,2,2,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",793333,670000,672222,4,4,-1,0,1168,0,9,9,"2/4",-2,"1/5",-4,"2/5",-3,0,0,2,2,2,2,3,-3,0,0,0,0,5,-5,3,3,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",933333,670000,672222,3,3,22,0,2014,0,14,14,"3/5",-2,"2/6",-4,"2/2",0,3,3,7,7,5,5,1,-1,0,0,0,0,3,-3,3,3,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",850000,670000,672222,2,2,10,0,1654,0,14,14,"4/9",-5,"2/8",-6,"0/0",0,3,3,6,6,6,6,5,-5,0,0,0,0,4,-4,1,1,"0000832711_5-6_03.jpg",56
7,"J. Jackson","Jackson","EXT",1,"Recoletas Salud San Pablo Burgos",770500,670000,672222,1,1,20,24,1578,0,17,17,"1/4",-3,"4/7",-3,"3/3",0,5,5,3,3,1,1,0,0,0,0,0,0,4,-4,4,4,"0000832711_5-6_03.jpg",56
223,"T. Pérez","Tyson","JFL",18,"Unicaja",622222,490000,622222,9,9,8,9.6,1196,0,7,7,"2/3",-1,"1/3",-2,"0/0",0,4,4,0,0,2,2,0,0,0,0,0,0,3,-3,1,1,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",640000,490000,622222,8,8,8,9.6,762,0,5,5,"0/0",0,"1/1",0,"2/2",0,5,5,1,1,0,0,3,-3,0,0,0,0,2,-2,2,2,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",662857,490000,622222,7,7,6,7.2,1239,0,11,11,"4/8",-4,"1/3",-2,"0/0",0,6,6,0,0,0,0,2,-2,0,0,0,0,4,-4,1,1,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",713333,490000,622222,6,6,4,0,1278,0,3,3,"1/1",0,"0/0",0,"1/6",-5,5,5,0,0,1,1,1,-1,1,1,0,0,3,-3,3,3,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",728461,490000,622222,5,5,22,26.4,1301,0,18,18,"2/5",-3,"4/4",0,"2/4",-2,7,7,1,1,0,0,0,0,0,0,0,0,1,-1,2,2,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",633444,490000,622222,4,4,21,0,1514,0,11,11,"5/8",-3,"0/1",-1,"1/2",-1,12,12,1,1,1,1,1,-1,1,1,0,0,1,-1,2,2,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",550821,490000,622222,3,3,15,0,754,0,9,9,"3/4",-1,"0/1",-1,"3/4",-1,6,6,0,0,1,1,0,0,0,0,0,0,0,0,2,2,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",478975,490000,622222,2,2,11,13.2,1299,0,7,7,"0/1",-1,"1/2",-1,"4/4",0,4,4,0,0,1,1,0,0,0,0,0,0,1,-1,2,2,"0000827158_5-6_03.jpg",0
223,"T. Pérez","Tyson","JFL",18,"Unicaja",416500,490000,622222,1,1,5,6,744,0,6,6,"2/3",-1,"0/2",-2,"2/2",0,3,3,0,0,0,0,0,0,0,0,0,0,2,-2,1,1,"0000827158_5-6_03.jpg",0
225,"A. Díaz","Díaz","JFL",18,"Unicaja",611111,390000,611111,9,9,8,9.6,1263,0,5,5,"1/1",0,"1/2",-1,"0/0",0,2,2,3,3,0,0,1,-1,0,0,0,0,2,-2,2,2,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",627500,390000,611111,8,8,11,13.2,1232,0,4,4,"2/2",0,"0/0",0,"0/0",0,2,2,3,3,1,1,0,0,0,0,0,0,1,-1,2,2,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",622857,390000,611111,7,7,12,14.4,1186,0,4,4,"2/3",-1,"0/3",-3,"0/0",0,5,5,4,4,2,2,0,0,0,0,0,0,2,-2,3,3,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",606667,390000,611111,6,6,8,0,1075,0,7,7,"2/2",0,"1/3",-2,"0/0",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",638250,390000,611111,5,5,17,20.4,1134,0,9,9,"3/3",0,"1/1",0,"0/0",0,3,3,4,4,1,1,1,-1,0,0,0,0,0,0,1,1,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",555000,390000,611111,4,4,11,0,1250,0,9,9,"0/2",-2,"2/4",-2,"3/3",0,2,2,4,4,0,0,0,0,0,0,0,0,1,-1,1,1,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",556667,390000,611111,3,3,7,0,1117,0,2,2,"0/1",-1,"0/1",-1,"2/2",0,2,2,2,2,2,2,1,-1,0,0,0,0,0,0,2,2,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",515775,390000,611111,2,2,12,14.4,1020,0,9,9,"0/0",0,"2/4",-2,"3/3",0,3,3,2,2,0,0,1,-1,0,0,0,0,1,-1,2,2,"0000826722_5-6_03.jpg",9
225,"A. Díaz","Díaz","JFL",18,"Unicaja",448500,390000,611111,1,1,10,12,1058,0,6,6,"1/1",0,"1/1",0,"1/2",-1,1,1,2,2,0,0,1,-1,0,0,0,0,0,0,3,3,"0000826722_5-6_03.jpg",9
215,"C. Duarte","Duarte","COT",18,"Unicaja",555556,6e+05,555556,9,9,11,13.2,1187,0,10,10,"1/5",-4,"0/2",-2,"8/9",-1,2,2,5,5,1,1,3,-3,0,0,0,0,2,-2,5,5,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",525714,6e+05,555556,8,8,19,22.8,1262,0,19,19,"6/7",-1,"1/8",-7,"4/4",0,3,3,4,4,2,2,3,-3,2,2,0,0,3,-3,3,3,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",457143,6e+05,555556,7,7,4,4.8,537,0,5,5,"0/0",0,"1/4",-3,"2/2",0,1,1,1,1,1,1,3,-3,0,0,0,0,1,-1,3,3,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",414213,6e+05,555556,6,6,21,0,1351,0,17,17,"5/6",-1,"1/4",-3,"4/5",-1,1,1,5,5,1,1,0,0,0,0,1,-1,2,-2,5,5,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",360185,6e+05,555556,5,5,17,20.4,1308,0,14,14,"2/3",-1,"2/6",-4,"4/6",-2,2,2,5,5,1,1,1,-1,1,1,0,0,1,-1,3,3,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",313204,6e+05,555556,4,4,5,0,1296,0,7,7,"0/3",-3,"1/6",-5,"4/4",0,3,3,2,2,0,0,1,-1,0,0,0,0,2,-2,4,4,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",368475,6e+05,555556,3,3,-4,0,770,0,2,2,"1/3",-2,"0/4",-4,"0/0",0,1,1,1,1,1,1,1,-1,0,0,1,-1,3,-3,2,2,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",433500,6e+05,555556,2,2,6,7.2,996,0,9,9,"4/8",-4,"0/2",-2,"1/1",0,2,2,2,2,1,1,0,0,0,0,1,-1,2,-2,1,1,"0000826780_5-6_03.jpg",27
215,"C. Duarte","Duarte","COT",18,"Unicaja",510000,6e+05,555556,1,1,8,9.6,1360,0,9,9,"3/5",-2,"1/3",-2,"0/0",0,3,3,6,6,1,1,4,-4,0,0,1,-1,3,-3,1,1,"0000826780_5-6_03.jpg",27
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",476667,350000,476667,9,9,5,0,1148,0,12,12,"5/11",-6,"0/0",0,"2/3",-1,2,2,2,2,1,1,3,-3,1,1,0,0,5,-5,2,2,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",505000,350000,476667,8,8,9,0,1166,0,6,6,"3/6",-3,"0/0",0,"0/2",-2,3,3,1,1,0,0,1,-1,1,1,0,0,1,-1,5,5,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",503046,350000,476667,7,7,21,0,1586,0,14,14,"5/7",-2,"0/0",0,"4/6",-2,4,4,3,3,1,1,1,-1,2,2,0,0,4,-4,6,6,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",437431,350000,476667,6,6,-5,0,471,0,2,2,"1/4",-3,"0/0",0,"0/0",0,2,2,0,0,0,0,1,-1,0,0,0,0,5,-5,0,0,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",514625,350000,476667,5,5,20,0,1328,0,16,16,"8/11",-3,"0/0",0,"0/0",0,4,4,3,3,0,0,1,-1,2,2,0,0,1,-1,0,0,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",447500,350000,476667,4,4,5,0,1015,0,5,5,"2/3",-1,"0/0",0,"1/3",-2,2,2,1,1,0,0,1,-1,3,3,0,0,4,-4,2,2,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",513333,350000,476667,3,3,7,0,1229,0,13,13,"6/10",-4,"0/0",0,"1/2",-1,2,2,1,1,0,0,2,-2,1,1,0,0,4,-4,1,1,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",462875,350000,476667,2,2,7,0,1090,0,9,9,"3/6",-3,"0/0",0,"3/4",-1,3,3,0,0,1,1,2,-2,0,0,0,0,3,-3,3,3,"0000832786_5-6_03.jpg",40
2,"L. Fischer","Fischer","EUR",1,"Recoletas Salud San Pablo Burgos",402500,350000,476667,1,1,14,16.8,1455,0,9,9,"3/4",-1,"0/0",0,"3/5",-2,6,6,1,1,1,1,3,-3,2,2,1,-1,1,-1,3,3,"0000832786_5-6_03.jpg",40
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",457143,410000,457143,9,9,2,0,1250,0,2,2,"1/1",0,"0/1",-1,"0/0",0,2,2,1,1,0,0,1,-1,0,0,0,0,1,-1,0,0,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",516667,410000,457143,8,8,10,0,1535,0,5,5,"2/5",-3,"0/1",-1,"1/2",-1,6,6,4,4,0,0,1,-1,0,0,0,0,0,0,1,1,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",474375,410000,457143,7,7,19,0,1992,0,21,21,"3/4",-1,"5/9",-4,"0/0",0,3,3,1,1,0,0,0,0,0,0,0,0,2,-2,1,1,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",NA,410000,457143,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",NA,410000,457143,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",412500,410000,457143,4,4,12,0,1220,0,8,8,"1/2",-1,"1/4",-3,"3/3",0,5,5,2,2,0,0,0,0,0,0,0,0,0,0,1,1,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",425000,410000,457143,3,3,1,0,757,0,2,2,"1/1",0,"0/3",-3,"0/0",0,3,3,0,0,0,0,1,-1,0,0,1,-1,0,0,1,1,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",5e+05,410000,457143,2,2,8,0,1432,0,12,12,"1/4",-3,"3/6",-3,"1/1",0,5,5,1,1,0,0,2,-2,0,0,1,-1,1,-1,0,0,"0000832646_5-6_03.jpg",11
11,"D. Díez","Díez","JFL",1,"Recoletas Salud San Pablo Burgos",471500,410000,457143,1,1,10,12,1455,0,7,7,"1/1",0,"1/7",-6,"2/2",0,7,7,2,2,1,1,2,-2,0,0,0,0,0,0,1,1,"0000832646_5-6_03.jpg",11
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",445556,450000,445556,9,9,13,0,1227,0,10,10,"2/5",-3,"2/3",-1,"0/0",0,8,8,1,1,0,0,0,0,0,0,0,0,2,-2,0,0,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",420000,450000,445556,8,8,10,0,1064,0,11,11,"4/8",-4,"1/2",-1,"0/0",0,4,4,3,3,0,0,2,-2,1,1,1,-1,2,-2,1,1,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",394833,450000,445556,7,7,16,0,1727,0,10,10,"3/4",-1,"1/4",-3,"1/2",-1,9,9,3,3,1,1,2,-2,0,0,0,0,4,-4,4,4,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",343333,450000,445556,6,6,7,0,1665,0,4,4,"2/5",-3,"0/3",-3,"0/1",-1,6,6,1,1,4,4,1,-1,1,1,0,0,4,-4,3,3,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",384625,450000,445556,5,5,-2,0,1002,0,6,6,"0/6",-6,"2/4",-2,"0/0",0,5,5,0,0,0,0,2,-2,0,0,2,-2,1,-1,0,0,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",452500,450000,445556,4,4,18,0,1694,0,17,17,"5/8",-3,"1/4",-3,"4/4",0,6,6,2,2,1,1,2,-2,0,0,1,-1,3,-3,4,4,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",450500,450000,445556,3,3,-3,0,1860,0,3,3,"0/4",-4,"1/3",-2,"0/0",0,5,5,4,4,1,1,4,-4,0,0,1,-1,5,-5,0,0,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",530000,450000,445556,2,2,2,0,1555,0,7,7,"1/7",-6,"0/5",-5,"5/6",-1,5,5,1,1,0,0,1,-1,0,0,0,0,3,-3,5,5,"0000832771_5-6_03.jpg",23
5,"L. Meindl","Meindl","EUR",1,"Recoletas Salud San Pablo Burgos",517500,450000,445556,1,1,16,19.2,1455,0,18,18,"5/8",-3,"0/6",-6,"8/9",-1,3,3,2,2,2,2,2,-2,0,0,0,0,3,-3,6,6,"0000832771_5-6_03.jpg",23
221,"J. Webb","Webb","EXT",18,"Unicaja",440000,460000,440000,9,9,6,7.2,1351,0,8,8,"1/1",0,"1/2",-1,"3/4",-1,3,3,0,0,0,0,2,-2,0,0,0,0,3,-3,2,2,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",439070,460000,440000,8,8,12,14.4,1323,0,11,11,"3/4",-1,"1/2",-1,"2/2",0,5,5,0,0,0,0,2,-2,0,0,0,0,2,-2,2,2,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",381800,460000,440000,7,7,13,15.6,1158,0,14,14,"2/6",-4,"2/4",-2,"4/4",0,2,2,1,1,1,1,0,0,0,0,0,0,2,-2,3,3,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",332000,460000,440000,6,6,8,0,919,0,10,10,"2/3",-1,"2/3",-1,"0/0",0,3,3,0,0,1,1,1,-1,0,0,0,0,3,-3,0,0,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",315000,460000,440000,5,5,4,4.8,799,0,8,8,"2/6",-4,"0/0",0,"4/4",0,3,3,1,1,1,1,3,-3,0,0,0,0,4,-4,2,2,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",340000,460000,440000,4,4,8,0,1026,0,10,10,"2/3",-1,"2/3",-1,"0/0",0,3,3,0,0,1,1,1,-1,0,0,0,0,4,-4,1,1,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",357000,460000,440000,3,3,4,0,1207,0,8,8,"4/5",-1,"0/3",-3,"0/0",0,3,3,0,0,1,1,1,-1,0,0,0,0,3,-3,0,0,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",420000,460000,440000,2,2,7,8.4,1401,0,9,9,"3/3",0,"1/4",-3,"0/0",0,4,4,1,1,0,0,2,-2,0,0,0,0,3,-3,1,1,"0000826896_5-6_03.jpg",3
221,"J. Webb","Webb","EXT",18,"Unicaja",NA,460000,440000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000826896_5-6_03.jpg",3
1,"S. de Sousa","De Sousa","COT",1,"Recoletas Salud San Pablo Burgos",NA,550000,377857,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000832841_5-6_03.jpg",22
1,"S. de Sousa","De Sousa","COT",1,"Recoletas Salud San Pablo Burgos",377857,550000,377857,8,8,19,0,549,0,11,11,"2/2",0,"0/0",0,"7/8",-1,7,7,0,0,0,0,1,-1,0,0,0,0,1,-1,4,4,"0000832841_5-6_03.jpg",22
